time,ch0_delta,ch1_delta,ch2_delta,ch3_delta,ch4_delta,ch5_delta,ch6_delta,ch7_delta
7.045,54.91499999999999,-17.883333333333326,23.431666666666672,0.3300000000000125,33.03333333333333,-26.914999999999992,4.170000000000016,6.638333333333321
7.055,54.91,-17.88166666666669,23.431666666666672,0.3333333333333144,33.02333333333334,-26.914999999999992,4.1650000000000205,6.639999999999986
7.065,54.916666666666686,-17.88833333333332,23.433333333333337,0.32833333333334735,33.03,-26.914999999999992,4.170000000000016,6.643333333333317
7.075,54.91,-17.883333333333354,23.433333333333337,0.33166666666664923,33.02000000000001,-26.914999999999992,4.166666666666686,6.646666666666647
7.085,54.91666666666666,-17.889999999999986,23.435000000000002,0.3266666666666822,33.028333333333336,-26.913333333333327,4.171666666666681,6.653333333333308
7.095,54.910000000000025,-17.88500000000002,23.435000000000002,0.3299999999999841,33.018333333333345,-26.913333333333327,4.168333333333351,6.656666666666666
7.105,54.91666666666666,-17.889999999999986,23.436666666666667,0.3266666666666822,33.02666666666667,-26.91166666666669,4.173333333333346,6.659999999999997
7.115,54.91333333333333,-17.88500000000002,23.435000000000002,0.3299999999999841,33.01666666666665,-26.91166666666666,4.170000000000016,6.661666666666662
7.125,54.91666666666666,-17.89166666666665,23.436666666666667,0.32500000000001705,33.02333333333334,-26.91166666666669,4.175000000000011,6.664999999999992
7.135,54.91,-17.88500000000002,23.435000000000002,0.32833333333331893,33.01333333333332,-26.909999999999997,4.170000000000016,6.666666666666657
7.145,54.91333333333333,-17.89166666666665,23.436666666666667,0.3233333333333519,33.021666666666675,-26.90833333333333,4.175000000000011,6.668333333333322
7.155,54.906666666666666,-17.886666666666684,23.435000000000002,0.3266666666666538,33.011666666666656,-26.906666666666666,4.170000000000016,6.6699999999999875
7.165,54.91,-17.893333333333345,23.436666666666667,0.32166666666668675,33.02000000000001,-26.905,4.175000000000011,6.673333333333318
7.175,54.903333333333336,-17.88833333333335,23.435000000000002,0.32499999999998863,33.00999999999999,-26.903333333333336,4.170000000000016,6.674999999999983
7.185,54.906666666666666,-17.893333333333345,23.436666666666667,0.32166666666668675,33.02000000000001,-26.903333333333308,4.1766666666666765,6.678333333333313
7.2,54.900000000000006,-17.890000000000015,23.435000000000002,0.32499999999998863,33.03,-26.905,4.185000000000002,6.679999999999978
7.21,54.90166666666667,-17.89166666666668,23.435000000000002,0.32500000000001705,33.02666666666667,-26.901666666666642,4.1766666666666765,6.681666666666672
7.22,54.89666666666665,-17.89500000000001,23.435000000000002,0.3266666666666538,33.03666666666666,-26.90166666666667,4.185000000000002,6.685000000000002
7.23,54.89833333333334,-17.893333333333345,23.435000000000002,0.3266666666666822,33.031666666666666,-26.896666666666647,4.1766666666666765,6.686666666666667
7.24,54.89333333333332,-17.896666666666675,23.435000000000002,0.32833333333331893,33.03833333333333,-26.896666666666675,4.185000000000002,6.689999999999998
7.25,54.896666666666675,-17.89833333333334,23.435000000000002,0.32833333333334735,33.03333333333333,-26.894999999999982,4.1766666666666765,6.691666666666663
7.26,54.89166666666668,-17.90166666666667,23.435000000000002,0.33166666666664923,33.04000000000002,-26.89500000000001,4.185000000000002,6.694999999999993
7.27,54.89500000000001,-17.903333333333336,23.435000000000002,0.33166666666667766,33.035,-26.889999999999986,4.1766666666666765,6.696666666666658
7.28,54.890000000000015,-17.906666666666666,23.435000000000002,0.3333333333333144,33.041666666666686,-26.890000000000015,4.185000000000002,6.699999999999989
7.29,54.893333333333345,-17.90833333333333,23.435000000000002,0.3333333333333428,33.03833333333333,-26.886666666666656,4.1766666666666765,6.700000000000017
7.3,54.88833333333335,-17.91166666666669,23.435000000000002,0.33499999999997954,33.048333333333346,-26.886666666666684,4.185000000000002,6.703333333333347
7.31,54.89166666666665,-17.913333333333355,23.435000000000002,0.33500000000000796,33.04000000000002,-26.88166666666666,4.1766666666666765,6.7050000000000125
7.32,54.886666666666656,-17.914999999999992,23.435000000000002,0.3366666666666731,33.05000000000001,-26.88166666666669,4.185000000000002,6.710000000000008
7.33,54.88833333333332,-17.91833333333335,23.435000000000002,0.3366666666666731,33.04666666666668,-26.87833333333333,4.178333333333342,6.711666666666673
7.34,54.88499999999999,-17.918333333333322,23.435000000000002,0.3366666666666731,33.05333333333334,-26.87833333333333,4.186666666666667,6.716666666666669
7.35,54.886666666666656,-17.91833333333335,23.435000000000002,0.3366666666666731,33.048333333333346,-26.873333333333306,4.178333333333342,6.715000000000003
7.36,54.88166666666666,-17.919999999999987,23.435000000000002,0.3366666666666731,33.05833333333334,-26.873333333333335,4.186666666666667,6.718333333333334
7.37,54.883333333333326,-17.920000000000016,23.435000000000002,0.3366666666666731,33.05166666666668,-26.869999999999976,4.178333333333342,6.718333333333334
7.38,54.87833333333333,-17.923333333333318,23.435000000000002,0.3366666666666731,33.06166666666667,-26.870000000000005,4.186666666666667,6.721666666666664
7.39,54.880000000000024,-17.923333333333346,23.435000000000002,0.3366666666666731,33.05833333333334,-26.866666666666646,4.178333333333342,6.721666666666692
7.4,54.875,-17.926666666666648,23.435000000000002,0.33833333333330984,33.06833333333333,-26.866666666666674,4.186666666666667,6.723333333333329
7.41,54.876666666666665,-17.926666666666677,23.435000000000002,0.33833333333333826,33.065,-26.86500000000001,4.178333333333342,6.723333333333329
7.42,54.87166666666664,-17.928333333333313,23.435000000000002,0.339999999999975,33.07499999999999,-26.86500000000001,4.186666666666667,6.726666666666688
7.43,54.873333333333335,-17.928333333333313,23.435000000000002,0.3400000000000034,33.07166666666669,-26.86166666666668,4.178333333333342,6.7266666666666595
7.44,54.86833333333334,-17.931666666666644,23.435000000000002,0.339999999999975,33.08166666666665,-26.863333333333344,4.186666666666667,6.731666666666683
7.45,54.870000000000005,-17.93333333333331,23.435000000000002,0.339999999999975,33.07500000000002,-26.86166666666668,4.178333333333342,6.731666666666655
7.46,54.86500000000001,-17.935000000000002,23.435000000000002,0.34166666666666856,33.08499999999998,-26.863333333333344,4.186666666666667,6.736666666666679
7.47,54.866666666666674,-17.938333333333333,23.435000000000002,0.34166666666664014,33.07833333333332,-26.860000000000014,4.178333333333342,6.73666666666665
7.48,54.863333333333344,-17.939999999999998,23.435000000000002,0.3433333333333337,33.08833333333334,-26.86166666666668,4.186666666666667,6.739999999999981
7.49,54.866666666666674,-17.941666666666663,23.435000000000002,0.3433333333333337,33.08166666666665,-26.85833333333335,4.180000000000007,6.740000000000009
7.5,54.86166666666668,-17.944999999999993,23.435000000000002,0.34499999999999886,33.09,-26.856666666666683,4.188333333333333,6.743333333333311
7.51,54.863333333333316,-17.948333333333323,23.435000000000002,0.34499999999999886,33.083333333333314,-26.851666666666688,4.181666666666672,6.743333333333339
7.52,54.85833333333332,-17.94999999999999,23.433333333333337,0.346666666666664,33.093333333333334,-26.853333333333353,4.189999999999998,6.748333333333335
7.53,54.86166666666665,-17.951666666666654,23.433333333333337,0.346666666666664,33.086666666666645,-26.851666666666688,4.181666666666672,6.748333333333335
7.54,54.85833333333332,-17.95333333333332,23.433333333333337,0.34833333333332916,33.096666666666664,-26.853333333333353,4.189999999999998,6.751666666666665
7.55,54.86166666666668,-17.95333333333332,23.431666666666672,0.346666666666664,33.08833333333334,-26.848333333333358,4.183333333333337,6.751666666666665
7.56,54.85833333333332,-17.95333333333332,23.431666666666672,0.34833333333332916,33.095,-26.849999999999994,4.191666666666691,6.7549999999999955
7.57,54.860000000000014,-17.954999999999984,23.431666666666672,0.34833333333332916,33.08833333333334,-26.846666666666692,4.185000000000002,6.7549999999999955
