time, left_gate_raw, right_gate_raw
198254,437,330
198264,438,323
198274,437,330
198284,438,329
198294,437,330
198304,438,329
198314,438,330
198324,438,327
198334,437,329
198344,438,328
198354,437,329
198364,439,328
198374,437,329
198384,438,328
198394,438,329
198404,439,328
198414,437,329
198424,438,328
198434,437,329
198444,438,328
198454,437,329
198464,438,328
198474,437,330
198484,438,328
198494,437,329
198504,438,328
198514,437,329
198524,438,328
198534,437,329
198544,438,328
198554,437,330
198564,438,328
198574,437,329
198584,438,328
198594,437,330
198604,438,328
198614,437,329
198624,438,328
198634,437,329
198644,438,328
198654,437,329
198664,438,328
198674,437,329
198684,438,328
198694,437,330
198704,438,328
198714,437,329
198724,438,328
198734,437,329
198744,438,328
198754,437,330
198764,439,328
198774,437,329
198784,438,329
198794,437,329
198804,438,328
198814,437,329
198824,438,328
198834,437,329
198844,438,328
198854,437,329
198864,438,328
198874,437,330
198884,438,328
198894,437,329
198904,438,328
198914,437,329
198924,438,328
198934,437,329
198944,438,328
198954,437,329
198964,438,328
198974,437,329
198984,438,328
198999,439,329
199004,436,328
199014,437,329
199024,438,328
199034,437,329
199044,438,328
199054,437,329
199064,438,328
199074,437,329
199084,438,328
199094,437,329
199104,437,328
199114,437,330
199124,439,328
199134,437,329
199144,437,328
199154,437,329
199164,437,328
199174,437,329
199184,438,328
199194,437,329
199204,438,328
199214,437,329
199224,438,328
199234,437,329
199244,438,328
199254,437,329
199264,438,328
199274,437,329
199284,436,328
199294,437,329
199304,438,328
199314,437,329
199324,438,327
199334,437,330
199344,438,328
199354,437,329
199364,438,328
199374,437,329
199384,438,328
199394,437,330
199404,438,329
199414,437,330
199424,438,328
199434,437,329
199444,438,329
199454,437,329
199464,438,328
199474,437,330
199484,438,329
199494,437,329
199504,438,329
199514,437,331
199524,438,329
199534,437,330
199544,438,329
199554,437,331
199564,438,329
199574,437,331
199584,438,330
199594,437,331
199604,438,330
199614,437,331
199624,438,331
199634,437,332
199644,438,331
199654,437,332
199664,439,331
199674,437,332
199684,437,331
199694,437,333
199704,438,332
199714,437,333
199724,438,332
199734,437,334
199744,438,332
199754,437,333
199764,438,334
199774,436,335
199784,437,334
199794,437,336
199804,438,334
199814,438,337
199824,438,335
199834,438,336
199844,439,335
199854,438,337
199864,438,336
199874,437,338
199884,438,336
199894,437,338
199904,439,336
199914,438,338
199924,438,336
199934,437,339
199944,438,338
199954,437,338
199964,438,337
199974,437,339
199984,438,338
199994,437,339
200004,438,338
200014,437,339
200024,439,338
200034,437,339
200044,438,338
200054,436,339
200064,437,339
200074,436,341
200084,437,340
200094,436,342
200104,437,340
200114,436,341
200124,437,341
200134,436,343
200144,437,342
200154,436,344
200164,437,342
200174,436,343
200184,438,342
200194,437,343
200204,438,341
200214,437,342
200224,439,340
200234,438,340
200244,440,338
200254,441,339
200264,442,337
200274,441,337
200284,443,336
200294,444,337
200304,444,334
200314,445,336
200324,448,333
200334,449,334
200344,450,332
200354,450,333
200364,452,331
200374,451,332
200384,453,330
200394,453,331
200404,455,329
200414,456,331
200424,456,329
200434,455,330
200444,457,329
200454,456,328
200464,458,327
200474,456,328
200484,456,327
200494,454,328
200504,455,327
200514,453,329
200524,453,327
200534,452,328
200544,452,327
200554,451,329
200564,452,327
200574,450,328
200584,451,327
200594,450,329
200604,450,327
200614,449,328
200624,450,327
200634,448,328
200644,450,327
200654,449,328
200664,449,327
200674,447,328
200684,449,327
200694,447,328
200704,448,328
200714,445,328
200724,446,327
200734,445,328
200744,446,328
200754,444,329
200764,446,327
200774,445,329
200784,446,327
200794,443,328
200804,446,327
200814,445,328
200824,445,327
200834,445,329
200844,446,327
200854,443,328
200864,445,327
200874,443,329
200884,442,327
200894,442,328
200904,443,328
200914,442,328
200924,443,327
200934,442,328
200944,443,327
200954,442,328
200964,443,327
200974,441,329
200984,443,327
200994,441,328
201009,441,327
201014,439,328
201024,443,327
201034,441,329
201044,442,327
201054,441,328
201064,443,327
201074,441,329
201084,442,327
201094,440,328
201104,442,327
201114,441,328
201124,442,327
201134,441,329
201144,442,327
201154,441,328
201164,442,327
201174,440,328
201184,442,327
201194,440,328
201204,441,328
201214,440,328
201224,442,327
201234,440,328
201244,441,327
201254,440,328
201264,441,327
201274,440,328
201284,441,328
201294,439,328
201304,441,327
201314,439,328
201324,441,328
201334,439,328
201344,441,327
201354,439,328
201364,440,327
201374,438,328
201384,440,327
201394,439,328
201404,441,327
201414,439,328
201424,440,327
201434,439,328
201444,440,327
201454,439,328
201464,438,327
201474,437,328
201484,439,327
201494,437,328
201504,438,327
201514,438,328
201524,440,327
201534,438,328
201544,440,327
201554,439,328
201564,438,327
201574,436,328
201584,438,327
201594,436,328
201604,438,327
201614,436,328
201624,438,327
201634,436,328
201644,437,327
201654,436,328
201664,438,327
201674,436,328
201684,438,328
201694,436,328
201704,438,327
201714,436,328
201724,438,326
201734,436,328
201744,437,327
201754,436,326
201764,437,327
201774,436,328
201784,438,327
201794,436,328
201804,438,327
201814,436,328
201824,438,327
201834,436,328
201844,438,327
201854,436,327
201864,438,327
201874,436,328
201884,438,327
201894,436,328
201904,438,328
201914,436,328
201924,438,327
201934,436,328
201944,438,327
201954,438,328
201964,439,327
201974,437,328
201984,440,327
201994,438,328
202004,440,327
202014,438,328
202024,440,327
202034,437,328
202044,440,327
202054,438,328
202064,440,327
202074,438,328
202084,440,327
202094,439,328
202104,439,327
202114,438,328
202124,440,327
202134,438,328
202144,439,327
202154,438,328
202164,439,327
202174,438,328
202184,440,327
202194,438,328
